dataset,group,source_instance,source_member,output_path
Concept,houseplant,decoritems_houseplant3,__MACOSX/benchmark_dataset/decoritems_houseplant3/._3.png,datasets/partial/Concept/houseplant/houseplant_0020.png
Concept,houseplant,decoritems_houseplant3,__MACOSX/benchmark_dataset/decoritems_houseplant3/._4.png,datasets/partial/Concept/houseplant/houseplant_0021.png
Concept,houseplant,decoritems_houseplant3,__MACOSX/benchmark_dataset/decoritems_houseplant3/._5.png,datasets/partial/Concept/houseplant/houseplant_0022.png
Concept,houseplant,decoritems_houseplant3,__MACOSX/benchmark_dataset/decoritems_houseplant3/._6.png,datasets/partial/Concept/houseplant/houseplant_0023.png
Concept,houseplant,decoritems_houseplant3,benchmark_dataset/decoritems_houseplant3/0.png,datasets/partial/Concept/houseplant/houseplant_0024.jpg
Concept,houseplant,decoritems_houseplant3,benchmark_dataset/decoritems_houseplant3/1.png,datasets/partial/Concept/houseplant/houseplant_0025.jpg
Concept,houseplant,decoritems_houseplant3,benchmark_dataset/decoritems_houseplant3/2.png,datasets/partial/Concept/houseplant/houseplant_0026.jpg
Concept,houseplant,decoritems_houseplant3,benchmark_dataset/decoritems_houseplant3/3.png,datasets/partial/Concept/houseplant/houseplant_0027.jpg
Concept,houseplant,decoritems_houseplant3,benchmark_dataset/decoritems_houseplant3/4.png,datasets/partial/Concept/houseplant/houseplant_0028.jpg
Concept,houseplant,decoritems_houseplant3,benchmark_dataset/decoritems_houseplant3/5.png,datasets/partial/Concept/houseplant/houseplant_0029.jpg
Concept,houseplant,decoritems_houseplant3,benchmark_dataset/decoritems_houseplant3/6.png,datasets/partial/Concept/houseplant/houseplant_0030.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._0.jpg,datasets/partial/Concept/cup/cup_0001.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._1.jpg,datasets/partial/Concept/cup/cup_0002.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._2.jpg,datasets/partial/Concept/cup/cup_0003.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._3.jpg,datasets/partial/Concept/cup/cup_0004.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._4.jpg,datasets/partial/Concept/cup/cup_0005.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._5.jpg,datasets/partial/Concept/cup/cup_0006.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._6.jpg,datasets/partial/Concept/cup/cup_0007.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._7.jpg,datasets/partial/Concept/cup/cup_0008.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._8.jpg,datasets/partial/Concept/cup/cup_0009.jpg
Concept,cup,things_cup2,__MACOSX/benchmark_dataset/things_cup2/._9.jpg,datasets/partial/Concept/cup/cup_0010.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/0.jpg,datasets/partial/Concept/cup/cup_0011.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/1.jpg,datasets/partial/Concept/cup/cup_0012.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/2.jpg,datasets/partial/Concept/cup/cup_0013.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/3.jpg,datasets/partial/Concept/cup/cup_0014.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/4.jpg,datasets/partial/Concept/cup/cup_0015.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/5.jpg,datasets/partial/Concept/cup/cup_0016.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/6.jpg,datasets/partial/Concept/cup/cup_0017.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/7.jpg,datasets/partial/Concept/cup/cup_0018.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/8.jpg,datasets/partial/Concept/cup/cup_0019.jpg
Concept,cup,things_cup2,benchmark_dataset/things_cup2/9.jpg,datasets/partial/Concept/cup/cup_0020.jpg
Concept,cup,things_cup3,__MACOSX/benchmark_dataset/things_cup3/._0.png,datasets/partial/Concept/cup/cup_0021.png
Concept,cup,things_cup3,__MACOSX/benchmark_dataset/things_cup3/._1.png,datasets/partial/Concept/cup/cup_0022.png
Concept,cup,things_cup3,__MACOSX/benchmark_dataset/things_cup3/._2.png,datasets/partial/Concept/cup/cup_0023.png
Concept,cup,things_cup3,__MACOSX/benchmark_dataset/things_cup3/._3.png,datasets/partial/Concept/cup/cup_0024.png
Concept,cup,things_cup3,__MACOSX/benchmark_dataset/things_cup3/._4.png,datasets/partial/Concept/cup/cup_0025.png
Concept,cup,things_cup3,__MACOSX/benchmark_dataset/things_cup3/._5.png,datasets/partial/Concept/cup/cup_0026.png
Concept,cup,things_cup3,__MACOSX/benchmark_dataset/things_cup3/._6.png,datasets/partial/Concept/cup/cup_0027.png
Concept,cup,things_cup3,benchmark_dataset/things_cup3/0.png,datasets/partial/Concept/cup/cup_0028.jpg
Concept,cup,things_cup3,benchmark_dataset/things_cup3/1.png,datasets/partial/Concept/cup/cup_0029.jpg
Concept,cup,things_cup3,benchmark_dataset/things_cup3/2.png,datasets/partial/Concept/cup/cup_0030.jpg
Concept,chair,furniture_chair3,__MACOSX/benchmark_dataset/furniture_chair3/._0.png,datasets/partial/Concept/chair/chair_0001.png
Concept,chair,furniture_chair3,__MACOSX/benchmark_dataset/furniture_chair3/._1.png,datasets/partial/Concept/chair/chair_0002.png
Concept,chair,furniture_chair3,__MACOSX/benchmark_dataset/furniture_chair3/._2.png,datasets/partial/Concept/chair/chair_0003.png
Concept,chair,furniture_chair3,__MACOSX/benchmark_dataset/furniture_chair3/._3.png,datasets/partial/Concept/chair/chair_0004.png
Concept,chair,furniture_chair3,__MACOSX/benchmark_dataset/furniture_chair3/._4.png,datasets/partial/Concept/chair/chair_0005.png
Concept,chair,furniture_chair3,benchmark_dataset/furniture_chair3/0.png,datasets/partial/Concept/chair/chair_0006.jpg
Concept,chair,furniture_chair3,benchmark_dataset/furniture_chair3/1.png,datasets/partial/Concept/chair/chair_0007.jpg
Concept,chair,furniture_chair3,benchmark_dataset/furniture_chair3/2.png,datasets/partial/Concept/chair/chair_0008.jpg
Concept,chair,furniture_chair3,benchmark_dataset/furniture_chair3/3.png,datasets/partial/Concept/chair/chair_0009.jpg
Concept,chair,furniture_chair3,benchmark_dataset/furniture_chair3/4.png,datasets/partial/Concept/chair/chair_0010.jpg
Concept,chair,furniture_chair1,__MACOSX/benchmark_dataset/furniture_chair1/._0.jpeg,datasets/partial/Concept/chair/chair_0011.jpeg
Concept,chair,furniture_chair1,__MACOSX/benchmark_dataset/furniture_chair1/._kara-eads-xRyL63AwZFE-unsplash.jpg,datasets/partial/Concept/chair/chair_0012.jpg
Concept,chair,furniture_chair1,__MACOSX/benchmark_dataset/furniture_chair1/._mark-west-Fg_4Wn1r0bU-unsplash.jpg,datasets/partial/Concept/chair/chair_0013.jpg
Concept,chair,furniture_chair1,__MACOSX/benchmark_dataset/furniture_chair1/._sarah-dorweiler-7tFlUFGa7Dk-unsplash.jpg,datasets/partial/Concept/chair/chair_0014.jpg
Concept,chair,furniture_chair1,__MACOSX/benchmark_dataset/furniture_chair1/._scott-webb-eD853mTbBA0-unsplash.jpg,datasets/partial/Concept/chair/chair_0015.jpg
Concept,chair,furniture_chair1,benchmark_dataset/furniture_chair1/0.jpeg,datasets/partial/Concept/chair/chair_0016.jpg
Concept,chair,furniture_chair1,benchmark_dataset/furniture_chair1/kara-eads-xRyL63AwZFE-unsplash.jpg,datasets/partial/Concept/chair/chair_0017.jpg
Concept,chair,furniture_chair1,benchmark_dataset/furniture_chair1/mark-west-Fg_4Wn1r0bU-unsplash.jpg,datasets/partial/Concept/chair/chair_0018.jpg
Concept,chair,furniture_chair1,benchmark_dataset/furniture_chair1/sarah-dorweiler-7tFlUFGa7Dk-unsplash.jpg,datasets/partial/Concept/chair/chair_0019.jpg
Concept,chair,furniture_chair1,benchmark_dataset/furniture_chair1/scott-webb-eD853mTbBA0-unsplash.jpg,datasets/partial/Concept/chair/chair_0020.jpg
Concept,chair,furniture_chair2,__MACOSX/benchmark_dataset/furniture_chair2/._rosemary-fields-Ah52Hgrae-Y-unsplash.jpg,datasets/partial/Concept/chair/chair_0021.jpg
Concept,chair,furniture_chair2,__MACOSX/benchmark_dataset/furniture_chair2/._rosemary-fields-ZIGZDDsoYCw-unsplash.jpg,datasets/partial/Concept/chair/chair_0022.jpg
Concept,chair,furniture_chair2,__MACOSX/benchmark_dataset/furniture_chair2/._rosemary-fields-cHo2KJxqPuU-unsplash.jpg,datasets/partial/Concept/chair/chair_0023.jpg
Concept,chair,furniture_chair2,__MACOSX/benchmark_dataset/furniture_chair2/._rosemary-fields-lxDmpH2QLmM-unsplash.jpg,datasets/partial/Concept/chair/chair_0024.jpg
Concept,chair,furniture_chair2,benchmark_dataset/furniture_chair2/rosemary-fields-Ah52Hgrae-Y-unsplash.jpg,datasets/partial/Concept/chair/chair_0025.jpg
Concept,chair,furniture_chair2,benchmark_dataset/furniture_chair2/rosemary-fields-ZIGZDDsoYCw-unsplash.jpg,datasets/partial/Concept/chair/chair_0026.jpg
Concept,chair,furniture_chair2,benchmark_dataset/furniture_chair2/rosemary-fields-cHo2KJxqPuU-unsplash.jpg,datasets/partial/Concept/chair/chair_0027.jpg
Concept,chair,furniture_chair2,benchmark_dataset/furniture_chair2/rosemary-fields-lxDmpH2QLmM-unsplash.jpg,datasets/partial/Concept/chair/chair_0028.jpg
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._0.png,datasets/partial/Concept/sunglasses/sunglasses_0001.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._1.png,datasets/partial/Concept/sunglasses/sunglasses_0002.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._2.png,datasets/partial/Concept/sunglasses/sunglasses_0003.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._3.png,datasets/partial/Concept/sunglasses/sunglasses_0004.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._4.png,datasets/partial/Concept/sunglasses/sunglasses_0005.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._5.png,datasets/partial/Concept/sunglasses/sunglasses_0006.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._6.png,datasets/partial/Concept/sunglasses/sunglasses_0007.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._7.png,datasets/partial/Concept/sunglasses/sunglasses_0008.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._8.png,datasets/partial/Concept/sunglasses/sunglasses_0009.png
Concept,sunglasses,wearable_sunglasses2,__MACOSX/benchmark_dataset/wearable_sunglasses2/._9.png,datasets/partial/Concept/sunglasses/sunglasses_0010.png
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/0.png,datasets/partial/Concept/sunglasses/sunglasses_0011.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/1.png,datasets/partial/Concept/sunglasses/sunglasses_0012.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/2.png,datasets/partial/Concept/sunglasses/sunglasses_0013.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/3.png,datasets/partial/Concept/sunglasses/sunglasses_0014.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/4.png,datasets/partial/Concept/sunglasses/sunglasses_0015.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/5.png,datasets/partial/Concept/sunglasses/sunglasses_0016.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/6.png,datasets/partial/Concept/sunglasses/sunglasses_0017.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/7.png,datasets/partial/Concept/sunglasses/sunglasses_0018.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/8.png,datasets/partial/Concept/sunglasses/sunglasses_0019.jpg
Concept,sunglasses,wearable_sunglasses2,benchmark_dataset/wearable_sunglasses2/9.png,datasets/partial/Concept/sunglasses/sunglasses_0020.jpg
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._0.png,datasets/partial/Concept/sunglasses/sunglasses_0021.png
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._1.png,datasets/partial/Concept/sunglasses/sunglasses_0022.png
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._2.jpeg,datasets/partial/Concept/sunglasses/sunglasses_0023.jpeg
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._3.png,datasets/partial/Concept/sunglasses/sunglasses_0024.png
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._4.png,datasets/partial/Concept/sunglasses/sunglasses_0025.png
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._5.png,datasets/partial/Concept/sunglasses/sunglasses_0026.png
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._6.png,datasets/partial/Concept/sunglasses/sunglasses_0027.png
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._7.png,datasets/partial/Concept/sunglasses/sunglasses_0028.png
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._8.png,datasets/partial/Concept/sunglasses/sunglasses_0029.png
Concept,sunglasses,wearable_sunglasses1,__MACOSX/benchmark_dataset/wearable_sunglasses1/._9.png,datasets/partial/Concept/sunglasses/sunglasses_0030.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._0.png,datasets/partial/Concept/headphone/headphone_0001.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._1.png,datasets/partial/Concept/headphone/headphone_0002.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._2.png,datasets/partial/Concept/headphone/headphone_0003.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._3.png,datasets/partial/Concept/headphone/headphone_0004.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._4.png,datasets/partial/Concept/headphone/headphone_0005.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._5.png,datasets/partial/Concept/headphone/headphone_0006.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._6.png,datasets/partial/Concept/headphone/headphone_0007.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._7.png,datasets/partial/Concept/headphone/headphone_0008.png
Concept,headphone,things_headphone2,__MACOSX/benchmark_dataset/things_headphone2/._8.png,datasets/partial/Concept/headphone/headphone_0009.png
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/0.png,datasets/partial/Concept/headphone/headphone_0010.jpg
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/1.png,datasets/partial/Concept/headphone/headphone_0011.jpg
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/2.png,datasets/partial/Concept/headphone/headphone_0012.jpg
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/3.png,datasets/partial/Concept/headphone/headphone_0013.jpg
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/4.png,datasets/partial/Concept/headphone/headphone_0014.jpg
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/5.png,datasets/partial/Concept/headphone/headphone_0015.jpg
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/6.png,datasets/partial/Concept/headphone/headphone_0016.jpg
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/7.png,datasets/partial/Concept/headphone/headphone_0017.jpg
Concept,headphone,things_headphone2,benchmark_dataset/things_headphone2/8.png,datasets/partial/Concept/headphone/headphone_0018.jpg
Concept,headphone,things_headphone1,__MACOSX/benchmark_dataset/things_headphone1/._0.png,datasets/partial/Concept/headphone/headphone_0019.png
Concept,headphone,things_headphone1,__MACOSX/benchmark_dataset/things_headphone1/._1.png,datasets/partial/Concept/headphone/headphone_0020.png
Concept,headphone,things_headphone1,__MACOSX/benchmark_dataset/things_headphone1/._2.png,datasets/partial/Concept/headphone/headphone_0021.png
Concept,headphone,things_headphone1,__MACOSX/benchmark_dataset/things_headphone1/._3.png,datasets/partial/Concept/headphone/headphone_0022.png
Concept,headphone,things_headphone1,__MACOSX/benchmark_dataset/things_headphone1/._4.png,datasets/partial/Concept/headphone/headphone_0023.png
Concept,headphone,things_headphone1,__MACOSX/benchmark_dataset/things_headphone1/._5.png,datasets/partial/Concept/headphone/headphone_0024.png
Concept,headphone,things_headphone1,__MACOSX/benchmark_dataset/things_headphone1/._6.png,datasets/partial/Concept/headphone/headphone_0025.png
Concept,headphone,things_headphone1,benchmark_dataset/things_headphone1/0.png,datasets/partial/Concept/headphone/headphone_0026.jpg
Concept,headphone,things_headphone1,benchmark_dataset/things_headphone1/1.png,datasets/partial/Concept/headphone/headphone_0027.jpg
Concept,headphone,things_headphone1,benchmark_dataset/things_headphone1/2.png,datasets/partial/Concept/headphone/headphone_0028.jpg
Concept,headphone,things_headphone1,benchmark_dataset/things_headphone1/3.png,datasets/partial/Concept/headphone/headphone_0029.jpg
Concept,headphone,things_headphone1,benchmark_dataset/things_headphone1/4.png,datasets/partial/Concept/headphone/headphone_0030.jpg
Concept,flower,flower_1,__MACOSX/benchmark_dataset/flower_1/._0.jpg,datasets/partial/Concept/flower/flower_0001.jpg
Concept,flower,flower_1,__MACOSX/benchmark_dataset/flower_1/._1.jpg,datasets/partial/Concept/flower/flower_0002.jpg
Concept,flower,flower_1,__MACOSX/benchmark_dataset/flower_1/._2.jpg,datasets/partial/Concept/flower/flower_0003.jpg
Concept,flower,flower_1,__MACOSX/benchmark_dataset/flower_1/._3.jpg,datasets/partial/Concept/flower/flower_0004.jpg
Concept,flower,flower_1,__MACOSX/benchmark_dataset/flower_1/._4.jpg,datasets/partial/Concept/flower/flower_0005.jpg
Concept,flower,flower_1,__MACOSX/benchmark_dataset/flower_1/._5.jpg,datasets/partial/Concept/flower/flower_0006.jpg
Concept,flower,flower_1,__MACOSX/benchmark_dataset/flower_1/._6.jpg,datasets/partial/Concept/flower/flower_0007.jpg
Concept,flower,flower_1,__MACOSX/benchmark_dataset/flower_1/._7.jpg,datasets/partial/Concept/flower/flower_0008.jpg
Concept,flower,flower_1,benchmark_dataset/flower_1/0.jpg,datasets/partial/Concept/flower/flower_0009.jpg
Concept,flower,flower_1,benchmark_dataset/flower_1/1.jpg,datasets/partial/Concept/flower/flower_0010.jpg
Concept,flower,flower_1,benchmark_dataset/flower_1/2.jpg,datasets/partial/Concept/flower/flower_0011.jpg
Concept,flower,flower_1,benchmark_dataset/flower_1/3.jpg,datasets/partial/Concept/flower/flower_0012.jpg
Concept,flower,flower_1,benchmark_dataset/flower_1/4.jpg,datasets/partial/Concept/flower/flower_0013.jpg
Concept,flower,flower_1,benchmark_dataset/flower_1/5.jpg,datasets/partial/Concept/flower/flower_0014.jpg
Concept,flower,flower_1,benchmark_dataset/flower_1/6.jpg,datasets/partial/Concept/flower/flower_0015.jpg
Concept,flower,flower_1,benchmark_dataset/flower_1/7.jpg,datasets/partial/Concept/flower/flower_0016.jpg
Concept,flower,flower_2,__MACOSX/benchmark_dataset/flower_2/._0.jpg,datasets/partial/Concept/flower/flower_0017.jpg
Concept,flower,flower_2,__MACOSX/benchmark_dataset/flower_2/._1.jpg,datasets/partial/Concept/flower/flower_0018.jpg
Concept,flower,flower_2,__MACOSX/benchmark_dataset/flower_2/._2.jpg,datasets/partial/Concept/flower/flower_0019.jpg
Concept,flower,flower_2,__MACOSX/benchmark_dataset/flower_2/._3.jpg,datasets/partial/Concept/flower/flower_0020.jpg
Concept,flower,flower_2,__MACOSX/benchmark_dataset/flower_2/._4.JPG,datasets/partial/Concept/flower/flower_0021.jpg
Concept,flower,flower_2,__MACOSX/benchmark_dataset/flower_2/._5.jpg,datasets/partial/Concept/flower/flower_0022.jpg
Concept,flower,flower_2,__MACOSX/benchmark_dataset/flower_2/._6.jpg,datasets/partial/Concept/flower/flower_0023.jpg
Concept,flower,flower_2,benchmark_dataset/flower_2/0.jpg,datasets/partial/Concept/flower/flower_0024.jpg
Concept,flower,flower_2,benchmark_dataset/flower_2/1.jpg,datasets/partial/Concept/flower/flower_0025.jpg
Concept,flower,flower_2,benchmark_dataset/flower_2/2.jpg,datasets/partial/Concept/flower/flower_0026.jpg
Concept,flower,flower_2,benchmark_dataset/flower_2/3.jpg,datasets/partial/Concept/flower/flower_0027.jpg
Concept,flower,flower_2,benchmark_dataset/flower_2/4.JPG,datasets/partial/Concept/flower/flower_0028.jpg
Concept,flower,flower_2,benchmark_dataset/flower_2/5.jpg,datasets/partial/Concept/flower/flower_0029.jpg
Concept,flower,flower_2,benchmark_dataset/flower_2/6.jpg,datasets/partial/Concept/flower/flower_0030.jpg
