dataset,group_by,group,artist,style,genre,source_shard,source_row,output_path
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,sketch_and_study,train-00000-of-00072.parquet,197,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0021.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,cityscape,train-00000-of-00072.parquet,198,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0010.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Post_Impressionism,portrait,train-00000-of-00072.parquet,199,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0022.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,landscape,train-00000-of-00072.parquet,200,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0023.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,Unknown Genre,train-00000-of-00072.parquet,202,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0011.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Post_Impressionism,landscape,train-00000-of-00072.parquet,203,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0024.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,204,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0010.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,religious_painting,train-00000-of-00072.parquet,205,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0011.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,landscape,train-00000-of-00072.parquet,207,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0005.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,208,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0010.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,sketch_and_study,train-00000-of-00072.parquet,209,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0025.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,cityscape,train-00000-of-00072.parquet,211,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0011.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,sketch_and_study,train-00000-of-00072.parquet,213,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0026.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Realism,portrait,train-00000-of-00072.parquet,214,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0006.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,216,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0011.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Cubism,sketch_and_study,train-00000-of-00072.parquet,217,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0012.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,genre_painting,train-00000-of-00072.parquet,218,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0012.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,220,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0005.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,Unknown Genre,train-00000-of-00072.parquet,221,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0013.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,222,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0011.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Post_Impressionism,Unknown Genre,train-00000-of-00072.parquet,223,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0007.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,Unknown Genre,train-00000-of-00072.parquet,224,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0014.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,225,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0003.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,landscape,train-00000-of-00072.parquet,227,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0027.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,228,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0012.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,230,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0008.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,232,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0012.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Realism,cityscape,train-00000-of-00072.parquet,233,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0003.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,234,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0022.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,235,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0004.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Realism,sketch_and_study,train-00000-of-00072.parquet,236,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0023.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,Unknown Genre,train-00000-of-00072.parquet,237,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0010.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,Unknown Genre,train-00000-of-00072.parquet,238,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0015.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Post_Impressionism,sketch_and_study,train-00000-of-00072.parquet,239,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0028.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,landscape,train-00000-of-00072.parquet,240,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0008.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,landscape,train-00000-of-00072.parquet,241,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0004.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,cityscape,train-00000-of-00072.parquet,242,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0013.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,244,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0012.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,245,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0024.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,246,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0008.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Post_Impressionism,Unknown Genre,train-00000-of-00072.parquet,247,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0029.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,landscape,train-00000-of-00072.parquet,248,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0025.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,sketch_and_study,train-00000-of-00072.parquet,249,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0011.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,sketch_and_study,train-00000-of-00072.parquet,250,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0030.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Realism,still_life,train-00000-of-00072.parquet,251,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0026.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,252,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0014.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,nude_painting,train-00000-of-00072.parquet,253,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0013.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,landscape,train-00000-of-00072.parquet,254,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0016.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,nude_painting,train-00000-of-00072.parquet,255,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0014.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,256,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0013.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,257,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0027.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Post_Impressionism,sketch_and_study,train-00000-of-00072.parquet,258,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0031.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Fauvism,Unknown Genre,train-00000-of-00072.parquet,259,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0009.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,landscape,train-00000-of-00072.parquet,261,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0009.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,sketch_and_study,train-00000-of-00072.parquet,263,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0012.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,cityscape,train-00000-of-00072.parquet,264,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0015.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,landscape,train-00000-of-00072.parquet,265,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0015.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,landscape,train-00000-of-00072.parquet,266,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0005.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,267,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0016.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,268,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0014.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,nude_painting,train-00000-of-00072.parquet,269,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0016.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,genre_painting,train-00000-of-00072.parquet,271,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0032.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,272,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0015.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,sketch_and_study,train-00000-of-00072.parquet,274,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0033.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,275,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0010.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,277,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0017.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Post_Impressionism,sketch_and_study,train-00000-of-00072.parquet,278,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0034.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,279,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0018.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,portrait,train-00000-of-00072.parquet,280,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0017.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,genre_painting,train-00000-of-00072.parquet,281,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0017.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,landscape,train-00000-of-00072.parquet,282,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0028.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,283,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0005.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,284,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0019.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,285,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0012.jpg
WikiArt,artist,marc-chagall,marc-chagall,Expressionism,genre_painting,train-00000-of-00072.parquet,287,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0013.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,288,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0018.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,289,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0019.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,290,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0020.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,291,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0013.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Post_Impressionism,sketch_and_study,train-00000-of-00072.parquet,292,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0035.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,genre_painting,train-00000-of-00072.parquet,294,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0036.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,Unknown Genre,train-00000-of-00072.parquet,296,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0009.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,portrait,train-00000-of-00072.parquet,297,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0014.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,cityscape,train-00000-of-00072.parquet,298,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0018.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,portrait,train-00000-of-00072.parquet,300,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0037.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,sketch_and_study,train-00000-of-00072.parquet,301,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0038.jpg
WikiArt,artist,marc-chagall,marc-chagall,Cubism,portrait,train-00000-of-00072.parquet,303,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0014.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,portrait,train-00000-of-00072.parquet,306,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0039.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,Unknown Genre,train-00000-of-00072.parquet,307,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0021.jpg
WikiArt,artist,vincent-van-gogh,vincent-van-gogh,Realism,sketch_and_study,train-00000-of-00072.parquet,308,datasets/partial/WikiArt_hot40_top15_artist/vincent_van_gogh/vincent_van_gogh_0040.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,genre_painting,train-00000-of-00072.parquet,309,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0020.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,310,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0006.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,311,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0007.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,still_life,train-00000-of-00072.parquet,312,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0019.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,313,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0013.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,317,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0016.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,319,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0017.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,Unknown Genre,train-00000-of-00072.parquet,320,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0021.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,genre_painting,train-00000-of-00072.parquet,321,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0011.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,landscape,train-00000-of-00072.parquet,326,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0029.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,genre_painting,train-00000-of-00072.parquet,327,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0006.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,genre_painting,train-00000-of-00072.parquet,328,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0022.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,Unknown Genre,train-00000-of-00072.parquet,329,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0015.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,religious_painting,train-00000-of-00072.parquet,332,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0030.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,333,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0012.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,sketch_and_study,train-00000-of-00072.parquet,335,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0015.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Art_Nouveau,sketch_and_study,train-00000-of-00072.parquet,340,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0031.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Realism,genre_painting,train-00000-of-00072.parquet,341,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0007.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,342,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0014.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,landscape,train-00000-of-00072.parquet,343,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0020.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,landscape,train-00000-of-00072.parquet,344,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0023.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,346,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0010.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,landscape,train-00000-of-00072.parquet,348,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0032.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,genre_painting,train-00000-of-00072.parquet,352,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0021.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,353,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0033.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,still_life,train-00000-of-00072.parquet,354,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0022.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,357,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0013.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,cityscape,train-00000-of-00072.parquet,360,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0011.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,nude_painting,train-00000-of-00072.parquet,365,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0014.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,illustration,train-00000-of-00072.parquet,366,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0016.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,genre_painting,train-00000-of-00072.parquet,367,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0006.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,368,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0022.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,nude_painting,train-00000-of-00072.parquet,370,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0023.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,375,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0015.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,376,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0018.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,portrait,train-00000-of-00072.parquet,379,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0016.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,landscape,train-00000-of-00072.parquet,380,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0024.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,381,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0034.jpg
WikiArt,artist,claude-monet,claude-monet,Impressionism,cityscape,train-00000-of-00072.parquet,382,datasets/partial/WikiArt_hot40_top15_artist/claude_monet/claude_monet_0024.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,384,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0016.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,385,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0017.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,387,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0012.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,388,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0019.jpg
WikiArt,artist,nicholas-roerich,nicholas-roerich,Symbolism,landscape,train-00000-of-00072.parquet,389,datasets/partial/WikiArt_hot40_top15_artist/nicholas_roerich/nicholas_roerich_0035.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,portrait,train-00000-of-00072.parquet,390,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0017.jpg
