dataset,group,artist,genre,source_shard,source_row,output_path
WikiArt,Post_Impressionism,vincent-van-gogh,portrait,train-00000-of-00072.parquet,199,datasets/partial/WikiArt/post_impressionism/post_impressionism_0021.jpg
WikiArt,Realism,vincent-van-gogh,landscape,train-00000-of-00072.parquet,200,datasets/partial/WikiArt/realism/realism_0036.jpg
WikiArt,Cubism,salvador-dali,nude_painting,train-00000-of-00072.parquet,201,datasets/partial/WikiArt/cubism/cubism_0008.jpg
WikiArt,Realism,pyotr-konchalovsky,Unknown Genre,train-00000-of-00072.parquet,202,datasets/partial/WikiArt/realism/realism_0037.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,landscape,train-00000-of-00072.parquet,203,datasets/partial/WikiArt/post_impressionism/post_impressionism_0022.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,204,datasets/partial/WikiArt/romanticism/romanticism_0019.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,religious_painting,train-00000-of-00072.parquet,205,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0009.jpg
WikiArt,Cubism,pablo-picasso,sketch_and_study,train-00000-of-00072.parquet,206,datasets/partial/WikiArt/cubism/cubism_0009.jpg
WikiArt,Expressionism,martiros-saryan,landscape,train-00000-of-00072.parquet,207,datasets/partial/WikiArt/expressionism/expressionism_0010.jpg
WikiArt,Romanticism,ivan-aivazovsky,Unknown Genre,train-00000-of-00072.parquet,208,datasets/partial/WikiArt/romanticism/romanticism_0020.jpg
WikiArt,Realism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,209,datasets/partial/WikiArt/realism/realism_0038.jpg
WikiArt,Romanticism,paul-cezanne,genre_painting,train-00000-of-00072.parquet,210,datasets/partial/WikiArt/romanticism/romanticism_0021.jpg
WikiArt,Romanticism,ivan-aivazovsky,cityscape,train-00000-of-00072.parquet,211,datasets/partial/WikiArt/romanticism/romanticism_0022.jpg
WikiArt,Cubism,salvador-dali,genre_painting,train-00000-of-00072.parquet,212,datasets/partial/WikiArt/cubism/cubism_0010.jpg
WikiArt,Realism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,213,datasets/partial/WikiArt/realism/realism_0039.jpg
WikiArt,Realism,martiros-saryan,portrait,train-00000-of-00072.parquet,214,datasets/partial/WikiArt/realism/realism_0040.jpg
WikiArt,Cubism,pyotr-konchalovsky,sketch_and_study,train-00000-of-00072.parquet,217,datasets/partial/WikiArt/cubism/cubism_0011.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,genre_painting,train-00000-of-00072.parquet,218,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0010.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,222,datasets/partial/WikiArt/romanticism/romanticism_0023.jpg
WikiArt,Post_Impressionism,martiros-saryan,Unknown Genre,train-00000-of-00072.parquet,223,datasets/partial/WikiArt/post_impressionism/post_impressionism_0023.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,Unknown Genre,train-00000-of-00072.parquet,224,datasets/partial/WikiArt/post_impressionism/post_impressionism_0024.jpg
WikiArt,Art_Nouveau,raphael-kirchner,genre_painting,train-00000-of-00072.parquet,225,datasets/partial/WikiArt/art_nouveau/art_nouveau_0012.jpg
WikiArt,Expressionism,pablo-picasso,genre_painting,train-00000-of-00072.parquet,229,datasets/partial/WikiArt/expressionism/expressionism_0011.jpg
WikiArt,Northern_Renaissance,Unknown Artist,Unknown Genre,train-00000-of-00072.parquet,231,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0014.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,232,datasets/partial/WikiArt/romanticism/romanticism_0024.jpg
WikiArt,Art_Nouveau,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,234,datasets/partial/WikiArt/art_nouveau/art_nouveau_0013.jpg
WikiArt,Art_Nouveau,raphael-kirchner,genre_painting,train-00000-of-00072.parquet,235,datasets/partial/WikiArt/art_nouveau/art_nouveau_0014.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,239,datasets/partial/WikiArt/post_impressionism/post_impressionism_0025.jpg
WikiArt,Expressionism,martiros-saryan,landscape,train-00000-of-00072.parquet,240,datasets/partial/WikiArt/expressionism/expressionism_0012.jpg
WikiArt,Art_Nouveau,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,245,datasets/partial/WikiArt/art_nouveau/art_nouveau_0015.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,Unknown Genre,train-00000-of-00072.parquet,247,datasets/partial/WikiArt/post_impressionism/post_impressionism_0026.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,248,datasets/partial/WikiArt/symbolism/symbolism_0019.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,landscape,train-00000-of-00072.parquet,254,datasets/partial/WikiArt/post_impressionism/post_impressionism_0027.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,256,datasets/partial/WikiArt/romanticism/romanticism_0025.jpg
WikiArt,Art_Nouveau,nicholas-roerich,genre_painting,train-00000-of-00072.parquet,257,datasets/partial/WikiArt/art_nouveau/art_nouveau_0016.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,258,datasets/partial/WikiArt/post_impressionism/post_impressionism_0028.jpg
WikiArt,Fauvism,martiros-saryan,Unknown Genre,train-00000-of-00072.parquet,259,datasets/partial/WikiArt/fauvism/fauvism_0001.jpg
WikiArt,Analytical_Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,260,datasets/partial/WikiArt/analytical_cubism/analytical_cubism_0001.jpg
WikiArt,Romanticism,gustave-dore,religious_painting,train-00000-of-00072.parquet,268,datasets/partial/WikiArt/romanticism/romanticism_0026.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,272,datasets/partial/WikiArt/romanticism/romanticism_0027.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,273,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0015.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,278,datasets/partial/WikiArt/post_impressionism/post_impressionism_0029.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,portrait,train-00000-of-00072.parquet,280,datasets/partial/WikiArt/post_impressionism/post_impressionism_0030.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,282,datasets/partial/WikiArt/symbolism/symbolism_0020.jpg
WikiArt,Art_Nouveau,raphael-kirchner,Unknown Genre,train-00000-of-00072.parquet,283,datasets/partial/WikiArt/art_nouveau/art_nouveau_0017.jpg
WikiArt,Romanticism,ivan-aivazovsky,Unknown Genre,train-00000-of-00072.parquet,285,datasets/partial/WikiArt/romanticism/romanticism_0028.jpg
WikiArt,Baroque,rembrandt,religious_painting,train-00000-of-00072.parquet,286,datasets/partial/WikiArt/baroque/baroque_0012.jpg
WikiArt,Expressionism,marc-chagall,genre_painting,train-00000-of-00072.parquet,287,datasets/partial/WikiArt/expressionism/expressionism_0013.jpg
WikiArt,Art_Nouveau,boris-kustodiev,genre_painting,train-00000-of-00072.parquet,291,datasets/partial/WikiArt/art_nouveau/art_nouveau_0018.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,292,datasets/partial/WikiArt/post_impressionism/post_impressionism_0031.jpg
WikiArt,Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,293,datasets/partial/WikiArt/cubism/cubism_0012.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,cityscape,train-00000-of-00072.parquet,298,datasets/partial/WikiArt/post_impressionism/post_impressionism_0032.jpg
WikiArt,Expressionism,pablo-picasso,nude_painting,train-00000-of-00072.parquet,299,datasets/partial/WikiArt/expressionism/expressionism_0014.jpg
WikiArt,Analytical_Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,302,datasets/partial/WikiArt/analytical_cubism/analytical_cubism_0002.jpg
WikiArt,Cubism,marc-chagall,portrait,train-00000-of-00072.parquet,303,datasets/partial/WikiArt/cubism/cubism_0013.jpg
WikiArt,Symbolism,salvador-dali,Unknown Genre,train-00000-of-00072.parquet,304,datasets/partial/WikiArt/symbolism/symbolism_0021.jpg
WikiArt,Art_Nouveau,raphael-kirchner,genre_painting,train-00000-of-00072.parquet,310,datasets/partial/WikiArt/art_nouveau/art_nouveau_0019.jpg
WikiArt,Art_Nouveau,raphael-kirchner,Unknown Genre,train-00000-of-00072.parquet,311,datasets/partial/WikiArt/art_nouveau/art_nouveau_0020.jpg
WikiArt,Romanticism,ivan-aivazovsky,Unknown Genre,train-00000-of-00072.parquet,313,datasets/partial/WikiArt/romanticism/romanticism_0029.jpg
WikiArt,Symbolism,salvador-dali,religious_painting,train-00000-of-00072.parquet,314,datasets/partial/WikiArt/symbolism/symbolism_0022.jpg
WikiArt,Analytical_Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,315,datasets/partial/WikiArt/analytical_cubism/analytical_cubism_0003.jpg
WikiArt,Romanticism,gustave-dore,religious_painting,train-00000-of-00072.parquet,317,datasets/partial/WikiArt/romanticism/romanticism_0030.jpg
WikiArt,Romanticism,gustave-dore,religious_painting,train-00000-of-00072.parquet,319,datasets/partial/WikiArt/romanticism/romanticism_0031.jpg
WikiArt,Baroque,rembrandt,religious_painting,train-00000-of-00072.parquet,322,datasets/partial/WikiArt/baroque/baroque_0013.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,323,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0016.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,325,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0017.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,326,datasets/partial/WikiArt/symbolism/symbolism_0023.jpg
WikiArt,Romanticism,paul-cezanne,landscape,train-00000-of-00072.parquet,330,datasets/partial/WikiArt/romanticism/romanticism_0032.jpg
WikiArt,Cubism,pablo-picasso,portrait,train-00000-of-00072.parquet,331,datasets/partial/WikiArt/cubism/cubism_0014.jpg
WikiArt,Symbolism,nicholas-roerich,religious_painting,train-00000-of-00072.parquet,332,datasets/partial/WikiArt/symbolism/symbolism_0024.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,sketch_and_study,train-00000-of-00072.parquet,335,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0011.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,337,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0018.jpg
WikiArt,Northern_Renaissance,Unknown Artist,Unknown Genre,train-00000-of-00072.parquet,338,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0019.jpg
WikiArt,Art_Nouveau,nicholas-roerich,sketch_and_study,train-00000-of-00072.parquet,340,datasets/partial/WikiArt/art_nouveau/art_nouveau_0021.jpg
WikiArt,Romanticism,ivan-aivazovsky,Unknown Genre,train-00000-of-00072.parquet,342,datasets/partial/WikiArt/romanticism/romanticism_0033.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,landscape,train-00000-of-00072.parquet,343,datasets/partial/WikiArt/post_impressionism/post_impressionism_0033.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,Unknown Genre,train-00000-of-00072.parquet,345,datasets/partial/WikiArt/post_impressionism/post_impressionism_0034.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,348,datasets/partial/WikiArt/symbolism/symbolism_0025.jpg
WikiArt,Northern_Renaissance,Unknown Artist,Unknown Genre,train-00000-of-00072.parquet,349,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0020.jpg
WikiArt,Post_Impressionism,paul-cezanne,portrait,train-00000-of-00072.parquet,350,datasets/partial/WikiArt/post_impressionism/post_impressionism_0035.jpg
WikiArt,Baroque,rembrandt,Unknown Genre,train-00000-of-00072.parquet,351,datasets/partial/WikiArt/baroque/baroque_0014.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,genre_painting,train-00000-of-00072.parquet,352,datasets/partial/WikiArt/post_impressionism/post_impressionism_0036.jpg
WikiArt,Art_Nouveau,nicholas-roerich,genre_painting,train-00000-of-00072.parquet,353,datasets/partial/WikiArt/art_nouveau/art_nouveau_0022.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,still_life,train-00000-of-00072.parquet,354,datasets/partial/WikiArt/post_impressionism/post_impressionism_0037.jpg
WikiArt,Baroque,rembrandt,portrait,train-00000-of-00072.parquet,355,datasets/partial/WikiArt/baroque/baroque_0015.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,362,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0021.jpg
WikiArt,Cubism,paul-cezanne,landscape,train-00000-of-00072.parquet,364,datasets/partial/WikiArt/cubism/cubism_0015.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,illustration,train-00000-of-00072.parquet,366,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0012.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,369,datasets/partial/WikiArt/post_impressionism/post_impressionism_0038.jpg
WikiArt,Analytical_Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,372,datasets/partial/WikiArt/analytical_cubism/analytical_cubism_0004.jpg
WikiArt,Romanticism,gustave-dore,religious_painting,train-00000-of-00072.parquet,376,datasets/partial/WikiArt/romanticism/romanticism_0034.jpg
WikiArt,Northern_Renaissance,albrecht-durer,sketch_and_study,train-00000-of-00072.parquet,377,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0022.jpg
WikiArt,Baroque,rembrandt,Unknown Genre,train-00000-of-00072.parquet,378,datasets/partial/WikiArt/baroque/baroque_0016.jpg
WikiArt,Art_Nouveau,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,381,datasets/partial/WikiArt/art_nouveau/art_nouveau_0023.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,landscape,train-00000-of-00072.parquet,386,datasets/partial/WikiArt/post_impressionism/post_impressionism_0039.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,388,datasets/partial/WikiArt/romanticism/romanticism_0035.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,389,datasets/partial/WikiArt/symbolism/symbolism_0026.jpg
WikiArt,Art_Nouveau,raphael-kirchner,Unknown Genre,train-00000-of-00072.parquet,392,datasets/partial/WikiArt/art_nouveau/art_nouveau_0024.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,394,datasets/partial/WikiArt/romanticism/romanticism_0036.jpg
WikiArt,Romanticism,ivan-aivazovsky,portrait,train-00000-of-00072.parquet,397,datasets/partial/WikiArt/romanticism/romanticism_0037.jpg
WikiArt,Naive_Art_Primitivism,pablo-picasso,portrait,train-00000-of-00072.parquet,399,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0013.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,402,datasets/partial/WikiArt/symbolism/symbolism_0027.jpg
WikiArt,Symbolism,nicholas-roerich,religious_painting,train-00000-of-00072.parquet,403,datasets/partial/WikiArt/symbolism/symbolism_0028.jpg
WikiArt,Northern_Renaissance,albrecht-durer,cityscape,train-00000-of-00072.parquet,404,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0023.jpg
WikiArt,Expressionism,martiros-saryan,sketch_and_study,train-00000-of-00072.parquet,405,datasets/partial/WikiArt/expressionism/expressionism_0015.jpg
WikiArt,Expressionism,pablo-picasso,portrait,train-00000-of-00072.parquet,406,datasets/partial/WikiArt/expressionism/expressionism_0016.jpg
WikiArt,Art_Nouveau,nicholas-roerich,cityscape,train-00000-of-00072.parquet,410,datasets/partial/WikiArt/art_nouveau/art_nouveau_0025.jpg
WikiArt,Baroque,rembrandt,sketch_and_study,train-00000-of-00072.parquet,412,datasets/partial/WikiArt/baroque/baroque_0017.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,414,datasets/partial/WikiArt/symbolism/symbolism_0029.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,415,datasets/partial/WikiArt/post_impressionism/post_impressionism_0040.jpg
WikiArt,Baroque,rembrandt,portrait,train-00000-of-00072.parquet,417,datasets/partial/WikiArt/baroque/baroque_0018.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,religious_painting,train-00000-of-00072.parquet,420,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0014.jpg
WikiArt,Baroque,rembrandt,religious_painting,train-00000-of-00072.parquet,425,datasets/partial/WikiArt/baroque/baroque_0019.jpg
WikiArt,Romanticism,gustave-dore,religious_painting,train-00000-of-00072.parquet,426,datasets/partial/WikiArt/romanticism/romanticism_0038.jpg
WikiArt,Baroque,rembrandt,landscape,train-00000-of-00072.parquet,428,datasets/partial/WikiArt/baroque/baroque_0020.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,433,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0024.jpg
WikiArt,Northern_Renaissance,albrecht-durer,portrait,train-00000-of-00072.parquet,435,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0025.jpg
WikiArt,Romanticism,ivan-aivazovsky,landscape,train-00000-of-00072.parquet,439,datasets/partial/WikiArt/romanticism/romanticism_0039.jpg
WikiArt,Expressionism,martiros-saryan,landscape,train-00000-of-00072.parquet,441,datasets/partial/WikiArt/expressionism/expressionism_0017.jpg
WikiArt,Expressionism,salvador-dali,genre_painting,train-00000-of-00072.parquet,444,datasets/partial/WikiArt/expressionism/expressionism_0018.jpg
WikiArt,Northern_Renaissance,albrecht-durer,portrait,train-00000-of-00072.parquet,445,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0026.jpg
WikiArt,Expressionism,martiros-saryan,still_life,train-00000-of-00072.parquet,446,datasets/partial/WikiArt/expressionism/expressionism_0019.jpg
WikiArt,Expressionism,martiros-saryan,illustration,train-00000-of-00072.parquet,448,datasets/partial/WikiArt/expressionism/expressionism_0020.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,449,datasets/partial/WikiArt/symbolism/symbolism_0030.jpg
WikiArt,Art_Nouveau,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,454,datasets/partial/WikiArt/art_nouveau/art_nouveau_0026.jpg
WikiArt,Northern_Renaissance,Unknown Artist,Unknown Genre,train-00000-of-00072.parquet,456,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0027.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,457,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0028.jpg
WikiArt,Art_Nouveau,nicholas-roerich,genre_painting,train-00000-of-00072.parquet,458,datasets/partial/WikiArt/art_nouveau/art_nouveau_0027.jpg
WikiArt,Symbolism,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,459,datasets/partial/WikiArt/symbolism/symbolism_0031.jpg
WikiArt,Cubism,pablo-picasso,portrait,train-00000-of-00072.parquet,460,datasets/partial/WikiArt/cubism/cubism_0016.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,464,datasets/partial/WikiArt/romanticism/romanticism_0040.jpg
WikiArt,Synthetic_Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,465,datasets/partial/WikiArt/synthetic_cubism/synthetic_cubism_0001.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,466,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0029.jpg
WikiArt,Baroque,rembrandt,portrait,train-00000-of-00072.parquet,470,datasets/partial/WikiArt/baroque/baroque_0021.jpg
WikiArt,Naive_Art_Primitivism,boris-kustodiev,Unknown Genre,train-00000-of-00072.parquet,475,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0015.jpg
WikiArt,Art_Nouveau,raphael-kirchner,nude_painting,train-00000-of-00072.parquet,476,datasets/partial/WikiArt/art_nouveau/art_nouveau_0028.jpg
WikiArt,Expressionism,salvador-dali,nude_painting,train-00000-of-00072.parquet,482,datasets/partial/WikiArt/expressionism/expressionism_0021.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,484,datasets/partial/WikiArt/symbolism/symbolism_0032.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,487,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0030.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,488,datasets/partial/WikiArt/symbolism/symbolism_0033.jpg
WikiArt,Art_Nouveau,boris-kustodiev,genre_painting,train-00000-of-00072.parquet,489,datasets/partial/WikiArt/art_nouveau/art_nouveau_0029.jpg
WikiArt,Expressionism,martiros-saryan,sketch_and_study,train-00000-of-00072.parquet,491,datasets/partial/WikiArt/expressionism/expressionism_0022.jpg
WikiArt,Baroque,rembrandt,landscape,train-00000-of-00072.parquet,494,datasets/partial/WikiArt/baroque/baroque_0022.jpg
WikiArt,Symbolism,nicholas-roerich,genre_painting,train-00000-of-00072.parquet,496,datasets/partial/WikiArt/symbolism/symbolism_0034.jpg
WikiArt,Naive_Art_Primitivism,martiros-saryan,illustration,train-00000-of-00072.parquet,501,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0016.jpg
WikiArt,Cubism,salvador-dali,still_life,train-00000-of-00072.parquet,505,datasets/partial/WikiArt/cubism/cubism_0017.jpg
WikiArt,Art_Nouveau,raphael-kirchner,Unknown Genre,train-00000-of-00072.parquet,511,datasets/partial/WikiArt/art_nouveau/art_nouveau_0030.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,513,datasets/partial/WikiArt/symbolism/symbolism_0035.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,515,datasets/partial/WikiArt/symbolism/symbolism_0036.jpg
WikiArt,Art_Nouveau,raphael-kirchner,Unknown Genre,train-00000-of-00072.parquet,521,datasets/partial/WikiArt/art_nouveau/art_nouveau_0031.jpg
WikiArt,Northern_Renaissance,albrecht-durer,sketch_and_study,train-00000-of-00072.parquet,523,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0031.jpg
WikiArt,Symbolism,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,527,datasets/partial/WikiArt/symbolism/symbolism_0037.jpg
WikiArt,Expressionism,pyotr-konchalovsky,portrait,train-00000-of-00072.parquet,531,datasets/partial/WikiArt/expressionism/expressionism_0023.jpg
WikiArt,Symbolism,nicholas-roerich,religious_painting,train-00000-of-00072.parquet,533,datasets/partial/WikiArt/symbolism/symbolism_0038.jpg
WikiArt,Cubism,pyotr-konchalovsky,still_life,train-00000-of-00072.parquet,536,datasets/partial/WikiArt/cubism/cubism_0018.jpg
WikiArt,Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,542,datasets/partial/WikiArt/cubism/cubism_0019.jpg
WikiArt,Symbolism,nicholas-roerich,genre_painting,train-00000-of-00072.parquet,546,datasets/partial/WikiArt/symbolism/symbolism_0039.jpg
WikiArt,Naive_Art_Primitivism,boris-kustodiev,genre_painting,train-00000-of-00072.parquet,556,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0017.jpg
WikiArt,Pointillism,camille-pissarro,landscape,train-00000-of-00072.parquet,559,datasets/partial/WikiArt/pointillism/pointillism_0001.jpg
WikiArt,Art_Nouveau,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,561,datasets/partial/WikiArt/art_nouveau/art_nouveau_0032.jpg
WikiArt,Northern_Renaissance,albrecht-durer,sketch_and_study,train-00000-of-00072.parquet,562,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0032.jpg
WikiArt,Northern_Renaissance,Unknown Artist,Unknown Genre,train-00000-of-00072.parquet,564,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0033.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,566,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0034.jpg
WikiArt,Cubism,pyotr-konchalovsky,still_life,train-00000-of-00072.parquet,567,datasets/partial/WikiArt/cubism/cubism_0020.jpg
WikiArt,Expressionism,martiros-saryan,Unknown Genre,train-00000-of-00072.parquet,568,datasets/partial/WikiArt/expressionism/expressionism_0024.jpg
WikiArt,Symbolism,martiros-saryan,landscape,train-00000-of-00072.parquet,571,datasets/partial/WikiArt/symbolism/symbolism_0040.jpg
WikiArt,Art_Nouveau,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,572,datasets/partial/WikiArt/art_nouveau/art_nouveau_0033.jpg
WikiArt,Art_Nouveau,nicholas-roerich,landscape,train-00000-of-00072.parquet,581,datasets/partial/WikiArt/art_nouveau/art_nouveau_0034.jpg
WikiArt,Expressionism,martiros-saryan,still_life,train-00000-of-00072.parquet,590,datasets/partial/WikiArt/expressionism/expressionism_0025.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,597,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0035.jpg
WikiArt,Baroque,rembrandt,portrait,train-00000-of-00072.parquet,598,datasets/partial/WikiArt/baroque/baroque_0023.jpg
WikiArt,Synthetic_Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,605,datasets/partial/WikiArt/synthetic_cubism/synthetic_cubism_0002.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,genre_painting,train-00000-of-00072.parquet,608,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0018.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,sketch_and_study,train-00000-of-00072.parquet,612,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0019.jpg
WikiArt,Expressionism,pyotr-konchalovsky,portrait,train-00000-of-00072.parquet,618,datasets/partial/WikiArt/expressionism/expressionism_0026.jpg
WikiArt,Northern_Renaissance,albrecht-durer,nude_painting,train-00000-of-00072.parquet,619,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0036.jpg
WikiArt,Expressionism,salvador-dali,genre_painting,train-00000-of-00072.parquet,621,datasets/partial/WikiArt/expressionism/expressionism_0027.jpg
WikiArt,Art_Nouveau,raphael-kirchner,Unknown Genre,train-00000-of-00072.parquet,625,datasets/partial/WikiArt/art_nouveau/art_nouveau_0035.jpg
WikiArt,Baroque,rembrandt,genre_painting,train-00000-of-00072.parquet,628,datasets/partial/WikiArt/baroque/baroque_0024.jpg
WikiArt,Northern_Renaissance,Unknown Artist,Unknown Genre,train-00000-of-00072.parquet,630,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0037.jpg
WikiArt,Expressionism,martiros-saryan,sketch_and_study,train-00000-of-00072.parquet,633,datasets/partial/WikiArt/expressionism/expressionism_0028.jpg
WikiArt,Cubism,pyotr-konchalovsky,portrait,train-00000-of-00072.parquet,636,datasets/partial/WikiArt/cubism/cubism_0021.jpg
WikiArt,Northern_Renaissance,albrecht-durer,sketch_and_study,train-00000-of-00072.parquet,641,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0038.jpg
